2565ef55	2024-10-03 21:58:45.000	48.78	2.26
664f92ae	2024-10-03 21:58:45.000	48.83	2.41
664f92ae	2024-10-03 21:58:45.000	48.85	2.38
664f92ae	2024-10-03 21:58:45.000	48.86	2.4
c22ea8de	2024-10-03 21:58:45.000	48.79	2.43
c22ea8de	2024-10-03 21:58:45.000	48.86	2.41
73572943	2024-10-03 21:58:45.000	48.88	2.35
81d644b7	2024-10-03 21:58:45.000	48.85	2.36
81d644b7	2024-10-03 21:58:45.000	48.95	2.35
81d644b7	2024-10-03 21:58:45.000	48.86	2.33
81d644b7	2024-10-03 21:58:45.000	48.84	2.37
26f14e8c	2024-10-03 21:58:45.000	48.83	2.3
26f14e8c	2024-10-03 21:58:45.000	48.66	2.29
26f14e8c	2024-10-03 21:58:45.000	48.83	2.31
26f14e8c	2024-10-03 21:58:45.000	48.88	2.27
d5087b41	2024-10-03 21:58:45.000	48.76	2.25
d5087b41	2024-10-03 21:58:45.000	48.79	2.28
d5087b41	2024-10-03 21:58:45.000	48.85	2.31
6458b4d4	2024-10-03 21:58:45.000	48.86	2.26
2bc6f1ab	2024-10-03 21:58:45.000	48.85	2.27
2bc6f1ab	2024-10-03 21:58:45.000	48.8	2.27
2bc6f1ab	2024-10-03 21:58:45.000	48.81	2.28
326ab28b	2024-10-03 21:58:45.000	48.8	2.37
326ab28b	2024-10-03 21:58:45.000	48.76	2.39
326ab28b	2024-10-03 21:58:45.000	48.74	2.35
326ab28b	2024-10-03 21:58:45.000	48.66	2.39
326ab28b	2024-10-03 21:58:45.000	48.81	2.37
facc109c	2024-10-03 21:58:45.000	48.85	2.4
facc109c	2024-10-03 21:58:45.000	48.82	2.44
facc109c	2024-10-03 21:58:45.000	48.9	2.37
ec9524af	2024-10-03 21:58:45.000	48.85	2.34
ec9524af	2024-10-03 21:58:45.000	48.74	2.23
ec9524af	2024-10-03 21:58:45.000	48.7	2.36
ec9524af	2024-10-03 21:58:45.000	48.79	2.28
ec9524af	2024-10-03 21:58:45.000	48.67	2.31
c7d5a51a	2024-10-03 21:58:45.000	48.85	2.35
c7d5a51a	2024-10-03 21:58:45.000	48.82	2.23
c7d5a51a	2024-10-03 21:58:45.000	48.83	2.23
c7d5a51a	2024-10-03 21:58:45.000	48.83	2.18
c7d5a51a	2024-10-03 21:58:45.000	48.81	2.12
6d36d729	2024-10-03 21:58:45.000	48.96	2.38
6d36d729	2024-10-03 21:58:45.000	48.91	2.39
6d36d729	2024-10-03 21:58:45.000	48.93	2.42
6c4a3ace	2024-10-03 21:58:45.000	48.84	2.19
6c4a3ace	2024-10-03 21:58:45.000	48.82	2.22
6c4a3ace	2024-10-03 21:58:45.000	48.88	2.18
6c4a3ace	2024-10-03 21:58:45.000	48.85	2.24
6c4a3ace	2024-10-03 21:58:45.000	48.81	2.18
afe5a8ee	2024-10-03 21:58:45.000	48.92	2.49
afe5a8ee	2024-10-03 21:58:45.000	48.97	2.42
afe5a8ee	2024-10-03 21:58:45.000	48.92	2.46
49592de6	2024-10-03 21:58:45.000	48.83	2.35
49592de6	2024-10-03 21:58:45.000	48.95	2.43
49592de6	2024-10-03 21:58:45.000	48.86	2.37
9f67e8a8	2024-10-03 21:58:45.000	48.97	2.51
9f67e8a8	2024-10-03 21:58:45.000	48.99	2.46
9f67e8a8	2024-10-03 21:58:45.000	48.88	2.44
ef366e6b	2024-10-03 21:58:45.000	48.94	2.41
250fc7b7	2024-10-03 21:58:45.000	48.92	2.34
250fc7b7	2024-10-03 21:58:45.000	48.9	2.28
250fc7b7	2024-10-03 21:58:45.000	48.84	2.25
250fc7b7	2024-10-03 21:58:45.000	48.87	2.3
250fc7b7	2024-10-03 21:58:45.000	48.87	2.3
58c8b699	2024-10-03 21:58:45.000	48.79	2.33
58c8b699	2024-10-03 21:58:45.000	48.79	2.28
58c8b699	2024-10-03 21:58:45.000	48.81	2.38
58c8b699	2024-10-03 21:58:45.000	48.78	2.23
8af751d1	2024-10-03 21:58:45.000	48.94	2.33
8af751d1	2024-10-03 21:58:45.000	48.9	2.34
8af751d1	2024-10-03 21:58:45.000	48.93	2.31
8af751d1	2024-10-03 21:58:45.000	48.91	2.31
a541e65f	2024-10-03 21:58:45.000	48.81	2.31
a541e65f	2024-10-03 21:58:45.000	48.84	2.36
a541e65f	2024-10-03 21:58:45.000	48.71	2.34
a541e65f	2024-10-03 21:58:45.000	48.76	2.37
a541e65f	2024-10-03 21:58:45.000	48.81	2.46
878f8e1c	2024-10-03 21:58:45.000	48.82	2.33
878f8e1c	2024-10-03 21:58:45.000	48.78	2.39
878f8e1c	2024-10-03 21:58:45.000	48.8	2.32
878f8e1c	2024-10-03 21:58:45.000	48.76	2.33
